tpr fpr fold alg cv_fold
0 0 train naive_bayes 1
0.0101522842639594 0.00273224043715847 train naive_bayes 1
0.0304568527918782 0.00273224043715847 train naive_bayes 1
0.0406091370558376 0.00273224043715847 train naive_bayes 1
0.0456852791878173 0.00273224043715847 train naive_bayes 1
0.050761421319797 0.00273224043715847 train naive_bayes 1
0.0558375634517767 0.00273224043715847 train naive_bayes 1
0.0609137055837563 0.00273224043715847 train naive_bayes 1
0.0710659898477157 0.00273224043715847 train naive_bayes 1
0.0710659898477157 0.00546448087431694 train naive_bayes 1
0.0761421319796954 0.00546448087431694 train naive_bayes 1
0.0812182741116751 0.00546448087431694 train naive_bayes 1
0.0862944162436548 0.00546448087431694 train naive_bayes 1
0.0862944162436548 0.00819672131147541 train naive_bayes 1
0.0913705583756345 0.00819672131147541 train naive_bayes 1
0.0964467005076142 0.00819672131147541 train naive_bayes 1
0.0964467005076142 0.0109289617486339 train naive_bayes 1
0.101522842639594 0.0109289617486339 train naive_bayes 1
0.101522842639594 0.0136612021857923 train naive_bayes 1
0.101522842639594 0.0163934426229508 train naive_bayes 1
0.106598984771574 0.0163934426229508 train naive_bayes 1
0.111675126903553 0.0163934426229508 train naive_bayes 1
0.116751269035533 0.0163934426229508 train naive_bayes 1
0.121827411167513 0.0163934426229508 train naive_bayes 1
0.121827411167513 0.0191256830601093 train naive_bayes 1
0.126903553299492 0.0191256830601093 train naive_bayes 1
0.131979695431472 0.0191256830601093 train naive_bayes 1
0.131979695431472 0.0218579234972678 train naive_bayes 1
0.131979695431472 0.0245901639344262 train naive_bayes 1
0.137055837563452 0.0245901639344262 train naive_bayes 1
0.142131979695431 0.0245901639344262 train naive_bayes 1
0.147208121827411 0.0245901639344262 train naive_bayes 1
0.152284263959391 0.0245901639344262 train naive_bayes 1
0.152284263959391 0.0273224043715847 train naive_bayes 1
0.152284263959391 0.0300546448087432 train naive_bayes 1
0.157360406091371 0.0300546448087432 train naive_bayes 1
0.16243654822335 0.0300546448087432 train naive_bayes 1
0.16751269035533 0.0300546448087432 train naive_bayes 1
0.17258883248731 0.0300546448087432 train naive_bayes 1
0.17258883248731 0.0327868852459016 train naive_bayes 1
0.17258883248731 0.0355191256830601 train naive_bayes 1
0.177664974619289 0.0355191256830601 train naive_bayes 1
0.177664974619289 0.0382513661202186 train naive_bayes 1
0.182741116751269 0.0382513661202186 train naive_bayes 1
0.182741116751269 0.040983606557377 train naive_bayes 1
0.182741116751269 0.0437158469945355 train naive_bayes 1
0.182741116751269 0.046448087431694 train naive_bayes 1
0.187817258883249 0.046448087431694 train naive_bayes 1
0.187817258883249 0.0491803278688525 train naive_bayes 1
0.192893401015228 0.0491803278688525 train naive_bayes 1
0.197969543147208 0.0491803278688525 train naive_bayes 1
0.203045685279188 0.0491803278688525 train naive_bayes 1
0.203045685279188 0.0519125683060109 train naive_bayes 1
0.208121827411168 0.0519125683060109 train naive_bayes 1
0.213197969543147 0.0519125683060109 train naive_bayes 1
0.218274111675127 0.0519125683060109 train naive_bayes 1
0.218274111675127 0.0546448087431694 train naive_bayes 1
0.218274111675127 0.0573770491803279 train naive_bayes 1
0.223350253807107 0.0573770491803279 train naive_bayes 1
0.223350253807107 0.0601092896174863 train naive_bayes 1
0.223350253807107 0.0628415300546448 train naive_bayes 1
0.228426395939086 0.0628415300546448 train naive_bayes 1
0.233502538071066 0.0628415300546448 train naive_bayes 1
0.233502538071066 0.0655737704918033 train naive_bayes 1
0.238578680203046 0.0655737704918033 train naive_bayes 1
0.243654822335025 0.0655737704918033 train naive_bayes 1
0.243654822335025 0.0683060109289618 train naive_bayes 1
0.243654822335025 0.0710382513661202 train naive_bayes 1
0.248730964467005 0.0710382513661202 train naive_bayes 1
0.253807106598985 0.0710382513661202 train naive_bayes 1
0.253807106598985 0.0737704918032787 train naive_bayes 1
0.253807106598985 0.0765027322404372 train naive_bayes 1
0.258883248730964 0.0765027322404372 train naive_bayes 1
0.258883248730964 0.0792349726775956 train naive_bayes 1
0.258883248730964 0.0819672131147541 train naive_bayes 1
0.263959390862944 0.0819672131147541 train naive_bayes 1
0.263959390862944 0.0846994535519126 train naive_bayes 1
0.263959390862944 0.087431693989071 train naive_bayes 1
0.263959390862944 0.0901639344262295 train naive_bayes 1
0.269035532994924 0.0901639344262295 train naive_bayes 1
0.269035532994924 0.092896174863388 train naive_bayes 1
0.274111675126904 0.092896174863388 train naive_bayes 1
0.274111675126904 0.0956284153005464 train naive_bayes 1
0.274111675126904 0.0983606557377049 train naive_bayes 1
0.274111675126904 0.101092896174863 train naive_bayes 1
0.279187817258883 0.101092896174863 train naive_bayes 1
0.284263959390863 0.101092896174863 train naive_bayes 1
0.289340101522843 0.101092896174863 train naive_bayes 1
0.294416243654822 0.101092896174863 train naive_bayes 1
0.294416243654822 0.103825136612022 train naive_bayes 1
0.294416243654822 0.10655737704918 train naive_bayes 1
0.299492385786802 0.10655737704918 train naive_bayes 1
0.299492385786802 0.109289617486339 train naive_bayes 1
0.304568527918782 0.109289617486339 train naive_bayes 1
0.304568527918782 0.112021857923497 train naive_bayes 1
0.304568527918782 0.114754098360656 train naive_bayes 1
0.304568527918782 0.117486338797814 train naive_bayes 1
0.309644670050761 0.117486338797814 train naive_bayes 1
0.309644670050761 0.120218579234973 train naive_bayes 1
0.314720812182741 0.120218579234973 train naive_bayes 1
0.314720812182741 0.122950819672131 train naive_bayes 1
0.319796954314721 0.122950819672131 train naive_bayes 1
0.319796954314721 0.12568306010929 train naive_bayes 1
0.319796954314721 0.128415300546448 train naive_bayes 1
0.3248730964467 0.128415300546448 train naive_bayes 1
0.3248730964467 0.131147540983607 train naive_bayes 1
0.3248730964467 0.133879781420765 train naive_bayes 1
0.3248730964467 0.136612021857924 train naive_bayes 1
0.3248730964467 0.139344262295082 train naive_bayes 1
0.3248730964467 0.14207650273224 train naive_bayes 1
0.32994923857868 0.14207650273224 train naive_bayes 1
0.33502538071066 0.14207650273224 train naive_bayes 1
0.33502538071066 0.144808743169399 train naive_bayes 1
0.34010152284264 0.144808743169399 train naive_bayes 1
0.345177664974619 0.144808743169399 train naive_bayes 1
0.345177664974619 0.147540983606557 train naive_bayes 1
0.350253807106599 0.147540983606557 train naive_bayes 1
0.350253807106599 0.150273224043716 train naive_bayes 1
0.350253807106599 0.153005464480874 train naive_bayes 1
0.350253807106599 0.155737704918033 train naive_bayes 1
0.350253807106599 0.158469945355191 train naive_bayes 1
0.350253807106599 0.16120218579235 train naive_bayes 1
0.355329949238579 0.16120218579235 train naive_bayes 1
0.355329949238579 0.163934426229508 train naive_bayes 1
0.355329949238579 0.166666666666667 train naive_bayes 1
0.360406091370558 0.166666666666667 train naive_bayes 1
0.360406091370558 0.169398907103825 train naive_bayes 1
0.365482233502538 0.169398907103825 train naive_bayes 1
0.365482233502538 0.172131147540984 train naive_bayes 1
0.365482233502538 0.174863387978142 train naive_bayes 1
0.370558375634518 0.174863387978142 train naive_bayes 1
0.370558375634518 0.177595628415301 train naive_bayes 1
0.375634517766497 0.177595628415301 train naive_bayes 1
0.375634517766497 0.180327868852459 train naive_bayes 1
0.375634517766497 0.183060109289617 train naive_bayes 1
0.375634517766497 0.185792349726776 train naive_bayes 1
0.380710659898477 0.185792349726776 train naive_bayes 1
0.385786802030457 0.185792349726776 train naive_bayes 1
0.390862944162437 0.185792349726776 train naive_bayes 1
0.390862944162437 0.188524590163934 train naive_bayes 1
0.390862944162437 0.191256830601093 train naive_bayes 1
0.395939086294416 0.191256830601093 train naive_bayes 1
0.395939086294416 0.193989071038251 train naive_bayes 1
0.395939086294416 0.19672131147541 train naive_bayes 1
0.395939086294416 0.199453551912568 train naive_bayes 1
0.401015228426396 0.199453551912568 train naive_bayes 1
0.401015228426396 0.202185792349727 train naive_bayes 1
0.406091370558376 0.202185792349727 train naive_bayes 1
0.406091370558376 0.204918032786885 train naive_bayes 1
0.406091370558376 0.207650273224044 train naive_bayes 1
0.406091370558376 0.210382513661202 train naive_bayes 1
0.406091370558376 0.213114754098361 train naive_bayes 1
0.406091370558376 0.215846994535519 train naive_bayes 1
0.406091370558376 0.218579234972678 train naive_bayes 1
0.406091370558376 0.221311475409836 train naive_bayes 1
0.406091370558376 0.224043715846995 train naive_bayes 1
0.406091370558376 0.226775956284153 train naive_bayes 1
0.411167512690355 0.226775956284153 train naive_bayes 1
0.416243654822335 0.226775956284153 train naive_bayes 1
0.421319796954315 0.226775956284153 train naive_bayes 1
0.426395939086294 0.226775956284153 train naive_bayes 1
0.431472081218274 0.226775956284153 train naive_bayes 1
0.431472081218274 0.229508196721311 train naive_bayes 1
0.436548223350254 0.229508196721311 train naive_bayes 1
0.441624365482233 0.229508196721311 train naive_bayes 1
0.446700507614213 0.229508196721311 train naive_bayes 1
0.451776649746193 0.229508196721311 train naive_bayes 1
0.456852791878173 0.229508196721311 train naive_bayes 1
0.456852791878173 0.23224043715847 train naive_bayes 1
0.456852791878173 0.234972677595628 train naive_bayes 1
0.456852791878173 0.237704918032787 train naive_bayes 1
0.456852791878173 0.240437158469945 train naive_bayes 1
0.456852791878173 0.243169398907104 train naive_bayes 1
0.456852791878173 0.245901639344262 train naive_bayes 1
0.456852791878173 0.248633879781421 train naive_bayes 1
0.456852791878173 0.251366120218579 train naive_bayes 1
0.456852791878173 0.254098360655738 train naive_bayes 1
0.461928934010152 0.254098360655738 train naive_bayes 1
0.467005076142132 0.254098360655738 train naive_bayes 1
0.472081218274112 0.254098360655738 train naive_bayes 1
0.472081218274112 0.256830601092896 train naive_bayes 1
0.477157360406091 0.256830601092896 train naive_bayes 1
0.477157360406091 0.259562841530055 train naive_bayes 1
0.477157360406091 0.262295081967213 train naive_bayes 1
0.477157360406091 0.265027322404372 train naive_bayes 1
0.482233502538071 0.265027322404372 train naive_bayes 1
0.487309644670051 0.265027322404372 train naive_bayes 1
0.487309644670051 0.26775956284153 train naive_bayes 1
0.49238578680203 0.26775956284153 train naive_bayes 1
0.49746192893401 0.26775956284153 train naive_bayes 1
0.49746192893401 0.270491803278689 train naive_bayes 1
0.49746192893401 0.273224043715847 train naive_bayes 1
0.50253807106599 0.273224043715847 train naive_bayes 1
0.50253807106599 0.275956284153005 train naive_bayes 1
0.50253807106599 0.278688524590164 train naive_bayes 1
0.50253807106599 0.281420765027322 train naive_bayes 1
0.50253807106599 0.284153005464481 train naive_bayes 1
0.50253807106599 0.286885245901639 train naive_bayes 1
0.50253807106599 0.289617486338798 train naive_bayes 1
0.50253807106599 0.292349726775956 train naive_bayes 1
0.50253807106599 0.295081967213115 train naive_bayes 1
0.50253807106599 0.297814207650273 train naive_bayes 1
0.50761421319797 0.297814207650273 train naive_bayes 1
0.50761421319797 0.300546448087432 train naive_bayes 1
0.50761421319797 0.30327868852459 train naive_bayes 1
0.512690355329949 0.30327868852459 train naive_bayes 1
0.512690355329949 0.306010928961749 train naive_bayes 1
0.512690355329949 0.308743169398907 train naive_bayes 1
0.512690355329949 0.311475409836066 train naive_bayes 1
0.512690355329949 0.314207650273224 train naive_bayes 1
0.512690355329949 0.316939890710383 train naive_bayes 1
0.512690355329949 0.319672131147541 train naive_bayes 1
0.512690355329949 0.322404371584699 train naive_bayes 1
0.512690355329949 0.325136612021858 train naive_bayes 1
0.517766497461929 0.325136612021858 train naive_bayes 1
0.517766497461929 0.327868852459016 train naive_bayes 1
0.517766497461929 0.330601092896175 train naive_bayes 1
0.517766497461929 0.333333333333333 train naive_bayes 1
0.517766497461929 0.336065573770492 train naive_bayes 1
0.522842639593909 0.336065573770492 train naive_bayes 1
0.527918781725888 0.336065573770492 train naive_bayes 1
0.527918781725888 0.33879781420765 train naive_bayes 1
0.532994923857868 0.33879781420765 train naive_bayes 1
0.532994923857868 0.341530054644809 train naive_bayes 1
0.538071065989848 0.341530054644809 train naive_bayes 1
0.538071065989848 0.344262295081967 train naive_bayes 1
0.538071065989848 0.346994535519126 train naive_bayes 1
0.538071065989848 0.349726775956284 train naive_bayes 1
0.538071065989848 0.352459016393443 train naive_bayes 1
0.538071065989848 0.355191256830601 train naive_bayes 1
0.538071065989848 0.35792349726776 train naive_bayes 1
0.543147208121827 0.35792349726776 train naive_bayes 1
0.543147208121827 0.360655737704918 train naive_bayes 1
0.543147208121827 0.363387978142077 train naive_bayes 1
0.548223350253807 0.363387978142077 train naive_bayes 1
0.548223350253807 0.366120218579235 train naive_bayes 1
0.548223350253807 0.368852459016393 train naive_bayes 1
0.548223350253807 0.371584699453552 train naive_bayes 1
0.548223350253807 0.37431693989071 train naive_bayes 1
0.553299492385787 0.37431693989071 train naive_bayes 1
0.558375634517767 0.37431693989071 train naive_bayes 1
0.558375634517767 0.377049180327869 train naive_bayes 1
0.563451776649746 0.377049180327869 train naive_bayes 1
0.563451776649746 0.379781420765027 train naive_bayes 1
0.563451776649746 0.382513661202186 train naive_bayes 1
0.563451776649746 0.385245901639344 train naive_bayes 1
0.563451776649746 0.387978142076503 train naive_bayes 1
0.568527918781726 0.387978142076503 train naive_bayes 1
0.568527918781726 0.390710382513661 train naive_bayes 1
0.568527918781726 0.39344262295082 train naive_bayes 1
0.568527918781726 0.396174863387978 train naive_bayes 1
0.568527918781726 0.398907103825137 train naive_bayes 1
0.568527918781726 0.401639344262295 train naive_bayes 1
0.568527918781726 0.404371584699454 train naive_bayes 1
0.573604060913706 0.404371584699454 train naive_bayes 1
0.578680203045685 0.404371584699454 train naive_bayes 1
0.578680203045685 0.407103825136612 train naive_bayes 1
0.578680203045685 0.409836065573771 train naive_bayes 1
0.578680203045685 0.412568306010929 train naive_bayes 1
0.583756345177665 0.412568306010929 train naive_bayes 1
0.583756345177665 0.415300546448087 train naive_bayes 1
0.588832487309645 0.415300546448087 train naive_bayes 1
0.588832487309645 0.418032786885246 train naive_bayes 1
0.588832487309645 0.420765027322404 train naive_bayes 1
0.588832487309645 0.423497267759563 train naive_bayes 1
0.593908629441624 0.423497267759563 train naive_bayes 1
0.593908629441624 0.426229508196721 train naive_bayes 1
0.593908629441624 0.42896174863388 train naive_bayes 1
0.598984771573604 0.42896174863388 train naive_bayes 1
0.598984771573604 0.431693989071038 train naive_bayes 1
0.598984771573604 0.434426229508197 train naive_bayes 1
0.598984771573604 0.437158469945355 train naive_bayes 1
0.598984771573604 0.439890710382514 train naive_bayes 1
0.604060913705584 0.439890710382514 train naive_bayes 1
0.609137055837564 0.439890710382514 train naive_bayes 1
0.609137055837564 0.442622950819672 train naive_bayes 1
0.614213197969543 0.442622950819672 train naive_bayes 1
0.614213197969543 0.445355191256831 train naive_bayes 1
0.614213197969543 0.448087431693989 train naive_bayes 1
0.614213197969543 0.450819672131148 train naive_bayes 1
0.614213197969543 0.453551912568306 train naive_bayes 1
0.619289340101523 0.453551912568306 train naive_bayes 1
0.624365482233503 0.453551912568306 train naive_bayes 1
0.624365482233503 0.456284153005464 train naive_bayes 1
0.624365482233503 0.459016393442623 train naive_bayes 1
